,centroid,shape_id,cx,cy,id
887,POINT (4950377.053073295 3939920.569298751),23.0,4950377.053073295,3939920.569298751,neg887
888,POINT (4946947.131388664 3946749.5333987195),23.0,4946947.131388664,3946749.5333987195,neg888
889,POINT (4945715.116063476 3949138.351157209),23.0,4945715.116063476,3949138.351157209,neg889
890,POINT (4955858.139610476 3941057.8963828767),23.0,4955858.139610476,3941057.8963828767,neg890
891,POINT (4949007.257601718 3938441.662177661),23.0,4949007.257601718,3938441.662177661,neg891
892,POINT (4947044.810909287 3948662.2224526573),23.0,4947044.810909287,3948662.2224526573,neg892
893,POINT (4944711.404457025 3940040.676315291),23.0,4944711.404457025,3940040.676315291,neg893
894,POINT (4942421.021638233 3948245.5482986555),23.0,4942421.021638233,3948245.5482986555,neg894
895,POINT (4949359.072512747 3936860.2004688065),23.0,4949359.072512747,3936860.2004688065,neg895
896,POINT (4944293.319951236 3944119.1611185693),23.0,4944293.319951236,3944119.1611185693,neg896
897,POINT (4949533.7033458315 3941273.1530718626),23.0,4949533.7033458315,3941273.1530718626,neg897
898,POINT (4951102.196621353 3944866.5915874788),23.0,4951102.196621353,3944866.5915874788,neg898
899,POINT (4954785.45087668 3939884.969561953),23.0,4954785.45087668,3939884.969561953,neg899
900,POINT (4940047.69977535 3945402.940436077),23.0,4940047.69977535,3945402.940436077,neg900
901,POINT (4955688.36149909 3942992.6868123584),23.0,4955688.36149909,3942992.6868123584,neg901
902,POINT (4945214.45233392 3947260.2268496593),23.0,4945214.45233392,3947260.2268496593,neg902
903,POINT (4940642.416065693 3948976.5468617403),23.0,4940642.416065693,3948976.5468617403,neg903
904,POINT (4941093.305103006 3950350.3484601416),23.0,4941093.305103006,3950350.3484601416,neg904
905,POINT (4943636.963290927 3942108.5292814323),23.0,4943636.963290927,3942108.5292814323,neg905
906,POINT (4948537.670406942 3936510.628568145),23.0,4948537.670406942,3936510.628568145,neg906
907,POINT (4947277.897845956 3941568.4903441616),23.0,4947277.897845956,3941568.4903441616,neg907
908,POINT (4948014.522306814 3940476.1312909815),23.0,4948014.522306814,3940476.1312909815,neg908
909,POINT (4949505.511099055 3942927.9237816175),23.0,4949505.511099055,3942927.9237816175,neg909
910,POINT (4954088.662224491 3943175.734510288),23.0,4954088.662224491,3943175.734510288,neg910
911,POINT (4948519.833148564 3941400.316285878),23.0,4948519.833148564,3941400.316285878,neg911
912,POINT (4952769.491477062 3940378.1036430066),23.0,4952769.491477062,3940378.1036430066,neg912
913,POINT (4949170.017168981 3945932.0170064173),23.0,4949170.017168981,3945932.0170064173,neg913
914,POINT (4944060.358661583 3948670.7590976614),23.0,4944060.358661583,3948670.7590976614,neg914
915,POINT (4946499.186647469 3947315.7709228774),23.0,4946499.186647469,3947315.7709228774,neg915
916,POINT (4940675.942417517 3947298.420273778),23.0,4940675.942417517,3947298.420273778,neg916
917,POINT (4942840.023580126 3948286.9016580554),23.0,4942840.023580126,3948286.9016580554,neg917
918,POINT (4943172.60019751 3951366.16765157),23.0,4943172.60019751,3951366.16765157,neg918
919,POINT (4947784.860144348 3935888.42627383),23.0,4947784.860144348,3935888.42627383,neg919
920,POINT (4948192.811216502 3944238.7504903604),23.0,4948192.811216502,3944238.7504903604,neg920
921,POINT (4947035.24963619 3937157.5990632125),23.0,4947035.24963619,3937157.5990632125,neg921
922,POINT (4947035.946647261 3938980.7945927894),23.0,4947035.946647261,3938980.7945927894,neg922
923,POINT (4943568.748577585 3941631.2241136422),23.0,4943568.748577585,3941631.2241136422,neg923
924,POINT (4950794.135015165 3940009.2483738563),23.0,4950794.135015165,3940009.2483738563,neg924
925,POINT (4943646.992589482 3950395.52244132),23.0,4943646.992589482,3950395.52244132,neg925
926,POINT (4946510.835911515 3938478.066993157),23.0,4946510.835911515,3938478.066993157,neg926
927,POINT (4941185.5475061955 3951045.090256964),23.0,4941185.5475061955,3951045.090256964,neg927
928,POINT (4947893.391704887 3944034.346240257),23.0,4947893.391704887,3944034.346240257,neg928
929,POINT (4947031.562540469 3938299.9198729247),23.0,4947031.562540469,3938299.9198729247,neg929
930,POINT (4943607.429392536 3950289.3599492516),23.0,4943607.429392536,3950289.3599492516,neg930
931,POINT (4940388.124721463 3944353.4468594487),23.0,4940388.124721463,3944353.4468594487,neg931
932,POINT (4950613.071103282 3940324.550618945),23.0,4950613.071103282,3940324.550618945,neg932
933,POINT (4947062.382247403 3942447.2578470493),23.0,4947062.382247403,3942447.2578470493,neg933
934,POINT (4948450.179594261 3934432.63365598),23.0,4948450.179594261,3934432.63365598,neg934
935,POINT (4947126.637433103 3942599.7274900908),23.0,4947126.637433103,3942599.7274900908,neg935
936,POINT (4948439.824403861 3948368.528592861),23.0,4948439.824403861,3948368.528592861,neg936
937,POINT (4944941.152325436 3940929.1440909123),23.0,4944941.152325436,3940929.1440909123,neg937
938,POINT (4947070.604743445 3937137.0525019667),23.0,4947070.604743445,3937137.0525019667,neg938
939,POINT (4950938.471187688 3942760.0339380233),23.0,4950938.471187688,3942760.0339380233,neg939
940,POINT (4945964.494189548 3939396.3960456233),23.0,4945964.494189548,3939396.3960456233,neg940
941,POINT (4941734.891188624 3946174.9626280707),23.0,4941734.891188624,3946174.9626280707,neg941
942,POINT (4940821.424329889 3945011.5580526353),23.0,4940821.424329889,3945011.5580526353,neg942
943,POINT (4940993.285678153 3948376.313523445),23.0,4940993.285678153,3948376.313523445,neg943
944,POINT (4945550.293697862 3941819.0655165613),23.0,4945550.293697862,3941819.0655165613,neg944
945,POINT (4952644.922371501 3946229.9564387524),23.0,4952644.922371501,3946229.9564387524,neg945
946,POINT (4946377.670905547 3949561.1711079055),23.0,4946377.670905547,3949561.1711079055,neg946
947,POINT (4950840.878152542 3947015.7959590447),23.0,4950840.878152542,3947015.7959590447,neg947
948,POINT (4946704.139491705 3938100.5945224906),23.0,4946704.139491705,3938100.5945224906,neg948
949,POINT (4945929.503950736 3944860.7088447916),23.0,4945929.503950736,3944860.7088447916,neg949
950,POINT (5073582.752552369 3786942.6858570506),24.0,5073582.752552369,3786942.6858570506,neg950
951,POINT (5071129.148255923 3785428.0053964294),24.0,5071129.148255923,3785428.0053964294,neg951
952,POINT (5074707.454687994 3787790.9690783345),24.0,5074707.454687994,3787790.9690783345,neg952
953,POINT (5057250.244462894 3785822.824612205),24.0,5057250.244462894,3785822.824612205,neg953
954,POINT (5076618.945608149 3786661.443685159),24.0,5076618.945608149,3786661.443685159,neg954
955,POINT (5061201.899371767 3795739.482862919),24.0,5061201.899371767,3795739.482862919,neg955
956,POINT (5074703.90132002 3782422.869118796),24.0,5074703.90132002,3782422.869118796,neg956
957,POINT (5056765.758110486 3787671.171337528),24.0,5056765.758110486,3787671.171337528,neg957
958,POINT (5058509.917739585 3795420.0170017052),24.0,5058509.917739585,3795420.0170017052,neg958
959,POINT (5069207.803039301 3788139.960421977),24.0,5069207.803039301,3788139.960421977,neg959
960,POINT (5068854.897817665 3778748.1100265137),24.0,5068854.897817665,3778748.1100265137,neg960
961,POINT (5058044.932774432 3785994.87733492),24.0,5058044.932774432,3785994.87733492,neg961
962,POINT (5075901.550082383 3788311.7521608407),24.0,5075901.550082383,3788311.7521608407,neg962
963,POINT (5077139.226589118 3781522.603461285),24.0,5077139.226589118,3781522.603461285,neg963
964,POINT (5062186.635542446 3797845.1352249286),24.0,5062186.635542446,3797845.1352249286,neg964
965,POINT (5073102.753939116 3779245.3802076965),24.0,5073102.753939116,3779245.3802076965,neg965
966,POINT (5072542.3707491355 3789185.006212483),24.0,5072542.3707491355,3789185.006212483,neg966
967,POINT (5055083.907482259 3790658.24610277),24.0,5055083.907482259,3790658.24610277,neg967
968,POINT (5081141.779066139 3781784.901815887),24.0,5081141.779066139,3781784.901815887,neg968
969,POINT (5078149.819620961 3787313.6335511515),24.0,5078149.819620961,3787313.6335511515,neg969
970,POINT (5079309.880360021 3778421.7527933526),24.0,5079309.880360021,3778421.7527933526,neg970
971,POINT (5069022.58675264 3787040.6320420555),24.0,5069022.58675264,3787040.6320420555,neg971
972,POINT (5053287.633771987 3790929.3947436004),24.0,5053287.633771987,3790929.3947436004,neg972
973,POINT (5075302.914049286 3780526.3398026126),24.0,5075302.914049286,3780526.3398026126,neg973
974,POINT (5053054.700512737 3792224.1907776734),24.0,5053054.700512737,3792224.1907776734,neg974
975,POINT (5068048.446009912 3786835.221064118),24.0,5068048.446009912,3786835.221064118,neg975
976,POINT (5057467.791382868 3793336.7846389646),24.0,5057467.791382868,3793336.7846389646,neg976
977,POINT (5058064.963008455 3783758.8834360973),24.0,5058064.963008455,3783758.8834360973,neg977
978,POINT (5053177.310391274 3786744.715430986),24.0,5053177.310391274,3786744.715430986,neg978
979,POINT (5078218.493142446 3788153.419632454),24.0,5078218.493142446,3788153.419632454,neg979
980,POINT (5081346.873984452 3784752.2689147606),24.0,5081346.873984452,3784752.2689147606,neg980
981,POINT (5054695.819799322 3785170.995307313),24.0,5054695.819799322,3785170.995307313,neg981
982,POINT (5057553.86820661 3791866.3034797194),24.0,5057553.86820661,3791866.3034797194,neg982
983,POINT (5077866.156520997 3788424.0534260985),24.0,5077866.156520997,3788424.0534260985,neg983
984,POINT (5064271.268617411 3782535.947156785),24.0,5064271.268617411,3782535.947156785,neg984
985,POINT (5059586.667471612 3787589.4420913327),24.0,5059586.667471612,3787589.4420913327,neg985
986,POINT (5079520.253858189 3780190.6969695636),24.0,5079520.253858189,3780190.6969695636,neg986
987,POINT (5073334.384211427 3785608.5140999947),24.0,5073334.384211427,3785608.5140999947,neg987
988,POINT (5067949.290101519 3779882.594487607),24.0,5067949.290101519,3779882.594487607,neg988
989,POINT (5063611.211808555 3785197.0739385844),24.0,5063611.211808555,3785197.0739385844,neg989
990,POINT (5076479.30959715 3790667.3425606275),24.0,5076479.30959715,3790667.3425606275,neg990
991,POINT (5063366.222086823 3778550.5118962303),24.0,5063366.222086823,3778550.5118962303,neg991
992,POINT (5057436.762718635 3793507.5915420917),24.0,5057436.762718635,3793507.5915420917,neg992
993,POINT (5073091.895902398 3779982.6471180934),24.0,5073091.895902398,3779982.6471180934,neg993
994,POINT (5057496.0539818 3791812.9493340105),24.0,5057496.0539818,3791812.9493340105,neg994
995,POINT (5067536.043912897 3792577.566162388),24.0,5067536.043912897,3792577.566162388,neg995
996,POINT (5053412.857952219 3791938.490035945),24.0,5053412.857952219,3791938.490035945,neg996
997,POINT (5073184.594696823 3778495.517920647),24.0,5073184.594696823,3778495.517920647,neg997
998,POINT (5063740.135607344 3778159.682914549),24.0,5063740.135607344,3778159.682914549,neg998
999,POINT (5078648.751054331 3783040.247788703),24.0,5078648.751054331,3783040.247788703,neg999
1000,POINT (5068195.94938534 3790903.416138904),24.0,5068195.94938534,3790903.416138904,neg1000
1001,POINT (5067268.005403117 3782770.8222032776),24.0,5067268.005403117,3782770.8222032776,neg1001
1002,POINT (5073883.146741528 3779208.4413602846),24.0,5073883.146741528,3779208.4413602846,neg1002
1003,POINT (5080856.711712267 3783829.992344872),24.0,5080856.711712267,3783829.992344872,neg1003
1004,POINT (5071279.263668921 3790542.8445436405),24.0,5071279.263668921,3790542.8445436405,neg1004
1005,POINT (5067217.90957991 3790962.8224696084),24.0,5067217.90957991,3790962.8224696084,neg1005
1006,POINT (5074120.753205269 3790730.4665086363),24.0,5074120.753205269,3790730.4665086363,neg1006
1007,POINT (5061833.392026756 3797624.34791837),24.0,5061833.392026756,3797624.34791837,neg1007
1008,POINT (5072413.59917636 3792855.5641117324),24.0,5072413.59917636,3792855.5641117324,neg1008
1009,POINT (5059271.04536259 3784375.374531215),24.0,5059271.04536259,3784375.374531215,neg1009
1010,POINT (5061546.107990994 3792605.194314239),24.0,5061546.107990994,3792605.194314239,neg1010
1011,POINT (5066970.211940453 3794133.291779749),24.0,5066970.211940453,3794133.291779749,neg1011
1012,POINT (5072710.637397515 3784552.44659132),24.0,5072710.637397515,3784552.44659132,neg1012
1013,POINT (5052478.774939451 3790828.856726663),24.0,5052478.774939451,3790828.856726663,neg1013
1014,POINT (5057207.86451094 3793423.315532888),24.0,5057207.86451094,3793423.315532888,neg1014
1015,POINT (5070738.233427704 3788321.9026772557),24.0,5070738.233427704,3788321.9026772557,neg1015
1016,POINT (5064324.016792272 3791945.158163946),24.0,5064324.016792272,3791945.158163946,neg1016
1017,POINT (5060843.574505947 3789591.8755843863),24.0,5060843.574505947,3789591.8755843863,neg1017
1018,POINT (5062147.178581802 3791674.076817373),24.0,5062147.178581802,3791674.076817373,neg1018
1019,POINT (5052779.018497098 3787297.037912414),24.0,5052779.018497098,3787297.037912414,neg1019
1020,POINT (5065178.3366885 3792019.2936630915),24.0,5065178.3366885,3792019.2936630915,neg1020
1021,POINT (5054967.182548883 3784747.351634052),24.0,5054967.182548883,3784747.351634052,neg1021
1022,POINT (5055799.477206744 3790103.9358749865),24.0,5055799.477206744,3790103.9358749865,neg1022
1023,POINT (5059180.882486704 3781526.1212945594),24.0,5059180.882486704,3781526.1212945594,neg1023
1024,POINT (5066545.138383864 3779291.6827821205),24.0,5066545.138383864,3779291.6827821205,neg1024
1025,POINT (5069006.376931822 3788336.7684491053),24.0,5069006.376931822,3788336.7684491053,neg1025
1026,POINT (5071430.364555008 3786979.214848737),24.0,5071430.364555008,3786979.214848737,neg1026
1027,POINT (5061667.910628904 3794236.162220614),24.0,5061667.910628904,3794236.162220614,neg1027
1028,POINT (5080109.878861996 3783194.3748918497),24.0,5080109.878861996,3783194.3748918497,neg1028
1029,POINT (5060183.906368733 3792247.693221905),24.0,5060183.906368733,3792247.693221905,neg1029
1030,POINT (5077605.169286655 3786946.464827108),24.0,5077605.169286655,3786946.464827108,neg1030
1031,POINT (5075493.683962531 3788463.7204923397),24.0,5075493.683962531,3788463.7204923397,neg1031
1032,POINT (5059865.098434503 3793710.9214113406),24.0,5059865.098434503,3793710.9214113406,neg1032
1033,POINT (5056352.750274243 3787178.9894935116),24.0,5056352.750274243,3787178.9894935116,neg1033
1034,POINT (5072112.02081506 3790046.568682022),24.0,5072112.02081506,3790046.568682022,neg1034
1035,POINT (5072739.576750884 3780307.1216637543),24.0,5072739.576750884,3780307.1216637543,neg1035
1036,POINT (5078022.168793958 3785360.987330865),24.0,5078022.168793958,3785360.987330865,neg1036
1037,POINT (5068852.973769885 3784013.9628583076),24.0,5068852.973769885,3784013.9628583076,neg1037
1038,POINT (5063376.3452505525 3794974.2754964987),24.0,5063376.3452505525,3794974.2754964987,neg1038
1039,POINT (5074406.072125517 3787641.5862999684),24.0,5074406.072125517,3787641.5862999684,neg1039
1040,POINT (5072194.013336184 3792476.087156337),24.0,5072194.013336184,3792476.087156337,neg1040
1041,POINT (5064940.756559701 3791066.3588080355),24.0,5064940.756559701,3791066.3588080355,neg1041
1042,POINT (5062641.237170551 3797263.0702941786),24.0,5062641.237170551,3797263.0702941786,neg1042
1043,POINT (5059746.66188035 3793524.429326564),24.0,5059746.66188035,3793524.429326564,neg1043
1044,POINT (5072083.455694132 3782497.643622071),24.0,5072083.455694132,3782497.643622071,neg1044
1045,POINT (5071960.655143833 3792053.5564947682),24.0,5071960.655143833,3792053.5564947682,neg1045
1046,POINT (5064918.71046379 3789311.8822816764),24.0,5064918.71046379,3789311.8822816764,neg1046
1047,POINT (5051714.474811235 3786821.3026424684),24.0,5051714.474811235,3786821.3026424684,neg1047
1048,POINT (5053589.161401145 3785959.211292955),24.0,5053589.161401145,3785959.211292955,neg1048
1049,POINT (5076727.337233128 3787660.173357359),24.0,5076727.337233128,3787660.173357359,neg1049
1050,POINT (5251544.82959975 3644505.5087950076),25.0,5251544.82959975,3644505.5087950076,neg1050
1051,POINT (5244100.350440879 3651318.4347885754),25.0,5244100.350440879,3651318.4347885754,neg1051
1052,POINT (5245628.248148815 3662676.7577278735),25.0,5245628.248148815,3662676.7577278735,neg1052
1053,POINT (5256107.176884967 3654987.697246904),25.0,5256107.176884967,3654987.697246904,neg1053
1054,POINT (5230887.271175544 3639054.145244847),25.0,5230887.271175544,3639054.145244847,neg1054
1055,POINT (5237610.389027023 3632719.471199662),25.0,5237610.389027023,3632719.471199662,neg1055
1056,POINT (5242882.383182637 3639697.717797115),25.0,5242882.383182637,3639697.717797115,neg1056
1057,POINT (5241430.560756585 3670503.659727093),25.0,5241430.560756585,3670503.659727093,neg1057
1058,POINT (5253967.630796876 3666792.276303447),25.0,5253967.630796876,3666792.276303447,neg1058
1059,POINT (5254793.022805474 3633220.0311326105),25.0,5254793.022805474,3633220.0311326105,neg1059
1060,POINT (5248666.639047723 3632195.4586197296),25.0,5248666.639047723,3632195.4586197296,neg1060
1061,POINT (5241153.4379270915 3650276.706074024),25.0,5241153.4379270915,3650276.706074024,neg1061
1062,POINT (5240124.63746647 3634376.1943532536),25.0,5240124.63746647,3634376.1943532536,neg1062
1063,POINT (5248942.873638984 3648026.7870788574),25.0,5248942.873638984,3648026.7870788574,neg1063
1064,POINT (5246833.829013087 3658609.3603288396),25.0,5246833.829013087,3658609.3603288396,neg1064
1065,POINT (5250145.732447922 3662191.4292494985),25.0,5250145.732447922,3662191.4292494985,neg1065
1066,POINT (5235367.7235341985 3668848.7367113912),25.0,5235367.7235341985,3668848.7367113912,neg1066
1067,POINT (5240051.035696893 3649343.867740182),25.0,5240051.035696893,3649343.867740182,neg1067
1068,POINT (5254114.95957513 3663433.8571071737),25.0,5254114.95957513,3663433.8571071737,neg1068
1069,POINT (5241787.451449419 3648032.2369289286),25.0,5241787.451449419,3648032.2369289286,neg1069
1070,POINT (5240445.758797613 3643249.8833457134),25.0,5240445.758797613,3643249.8833457134,neg1070
1071,POINT (5254800.707068341 3638538.4589918302),25.0,5254800.707068341,3638538.4589918302,neg1071
1072,POINT (5237776.123777421 3664168.839988702),25.0,5237776.123777421,3664168.839988702,neg1072
1073,POINT (5255902.0532916095 3641402.2372326963),25.0,5255902.0532916095,3641402.2372326963,neg1073
1074,POINT (5240025.482085409 3631128.4232359426),25.0,5240025.482085409,3631128.4232359426,neg1074
1075,POINT (5241829.8644022485 3638368.926212762),25.0,5241829.8644022485,3638368.926212762,neg1075
1076,POINT (5249373.896867379 3636967.6597022363),25.0,5249373.896867379,3636967.6597022363,neg1076
1077,POINT (5237586.305439515 3637690.1237512096),25.0,5237586.305439515,3637690.1237512096,neg1077
1078,POINT (5248555.960116645 3662550.022814891),25.0,5248555.960116645,3662550.022814891,neg1078
1079,POINT (5252360.910461958 3641693.9868435604),25.0,5252360.910461958,3641693.9868435604,neg1079
1080,POINT (5250608.527181108 3639633.8254682366),25.0,5250608.527181108,3639633.8254682366,neg1080
1081,POINT (5254703.42322519 3660653.2014274234),25.0,5254703.42322519,3660653.2014274234,neg1081
1082,POINT (5234518.766262172 3635141.7788412976),25.0,5234518.766262172,3635141.7788412976,neg1082
1083,POINT (5242737.567219474 3633431.5953007643),25.0,5242737.567219474,3633431.5953007643,neg1083
1084,POINT (5238486.603526721 3645566.2389088892),25.0,5238486.603526721,3645566.2389088892,neg1084
1085,POINT (5250943.674272072 3647638.978158682),25.0,5250943.674272072,3647638.978158682,neg1085
1086,POINT (5243283.959173997 3655169.912366779),25.0,5243283.959173997,3655169.912366779,neg1086
1087,POINT (5241979.608028538 3637241.358407217),25.0,5241979.608028538,3637241.358407217,neg1087
1088,POINT (5238186.077894134 3658726.552078394),25.0,5238186.077894134,3658726.552078394,neg1088
1089,POINT (5245591.29517841 3634760.2558612474),25.0,5245591.29517841,3634760.2558612474,neg1089
1090,POINT (5251227.463996252 3646016.9855881874),25.0,5251227.463996252,3646016.9855881874,neg1090
1091,POINT (5248640.035733604 3643325.6943751513),25.0,5248640.035733604,3643325.6943751513,neg1091
1092,POINT (5233081.700197789 3643053.1234678575),25.0,5233081.700197789,3643053.1234678575,neg1092
1093,POINT (5249337.724674152 3668440.2014014125),25.0,5249337.724674152,3668440.2014014125,neg1093
1094,POINT (5237851.76220235 3634615.7515723705),25.0,5237851.76220235,3634615.7515723705,neg1094
1095,POINT (5254937.944146162 3634966.3277882743),25.0,5254937.944146162,3634966.3277882743,neg1095
1096,POINT (5239090.911724387 3647809.9036429264),25.0,5239090.911724387,3647809.9036429264,neg1096
1097,POINT (5239813.176777451 3666914.0077233096),25.0,5239813.176777451,3666914.0077233096,neg1097
1098,POINT (5234044.908979525 3654999.791554499),25.0,5234044.908979525,3654999.791554499,neg1098
1099,POINT (5238281.738589163 3664713.1640771786),25.0,5238281.738589163,3664713.1640771786,neg1099
1100,POINT (5247091.54438034 3653325.443854761),25.0,5247091.54438034,3653325.443854761,neg1100
1101,POINT (5237940.313638826 3649752.9392964295),25.0,5237940.313638826,3649752.9392964295,neg1101
1102,POINT (5231083.705016892 3633907.033854399),25.0,5231083.705016892,3633907.033854399,neg1102
1103,POINT (5252493.022100623 3652677.872151237),25.0,5252493.022100623,3652677.872151237,neg1103
1104,POINT (5235267.561389931 3642308.882397947),25.0,5235267.561389931,3642308.882397947,neg1104
1105,POINT (5232250.205933535 3644818.503487949),25.0,5232250.205933535,3644818.503487949,neg1105
1106,POINT (5250008.643603258 3664161.0887180627),25.0,5250008.643603258,3664161.0887180627,neg1106
1107,POINT (5235761.776693106 3653966.213060265),25.0,5235761.776693106,3653966.213060265,neg1107
1108,POINT (5237225.318087251 3670417.444005203),25.0,5237225.318087251,3670417.444005203,neg1108
1109,POINT (5241924.169661495 3662297.8719966295),25.0,5241924.169661495,3662297.8719966295,neg1109
1110,POINT (5247054.796553289 3639353.9274370796),25.0,5247054.796553289,3639353.9274370796,neg1110
1111,POINT (5248019.727201745 3638460.6924944213),25.0,5248019.727201745,3638460.6924944213,neg1111
1112,POINT (5238775.800344616 3649404.2966232416),25.0,5238775.800344616,3649404.2966232416,neg1112
1113,POINT (5237688.225891976 3631698.8928755573),25.0,5237688.225891976,3631698.8928755573,neg1113
1114,POINT (5240412.619888235 3631119.397037154),25.0,5240412.619888235,3631119.397037154,neg1114
1115,POINT (5250108.134889926 3649066.033516467),25.0,5250108.134889926,3649066.033516467,neg1115
1116,POINT (5253585.473955529 3662121.95627783),25.0,5253585.473955529,3662121.95627783,neg1116
1117,POINT (5233263.185572133 3632780.8227089043),25.0,5233263.185572133,3632780.8227089043,neg1117
1118,POINT (5235219.155762032 3645067.7692880556),25.0,5235219.155762032,3645067.7692880556,neg1118
1119,POINT (5238597.17386248 3660434.0372908856),25.0,5238597.17386248,3660434.0372908856,neg1119
1120,POINT (5233644.051897782 3656453.5595780965),25.0,5233644.051897782,3656453.5595780965,neg1120
1121,POINT (5253555.449059154 3656795.4396201298),25.0,5253555.449059154,3656795.4396201298,neg1121
1122,POINT (5238026.123635419 3664835.2324855053),25.0,5238026.123635419,3664835.2324855053,neg1122
1123,POINT (5231333.590141973 3639338.872967882),25.0,5231333.590141973,3639338.872967882,neg1123
1124,POINT (5249475.340732843 3636386.8347432725),25.0,5249475.340732843,3636386.8347432725,neg1124
1125,POINT (5242577.574689381 3640834.913516309),25.0,5242577.574689381,3640834.913516309,neg1125
1126,POINT (5236226.0302303005 3645155.4427634305),25.0,5236226.0302303005,3645155.4427634305,neg1126
1127,POINT (5243233.270835631 3642267.909885031),25.0,5243233.270835631,3642267.909885031,neg1127
1128,POINT (5234825.546730809 3654317.578300108),25.0,5234825.546730809,3654317.578300108,neg1128
1129,POINT (5232505.050582915 3653865.138692691),25.0,5232505.050582915,3653865.138692691,neg1129
1130,POINT (5243776.278849706 3660625.7177655553),25.0,5243776.278849706,3660625.7177655553,neg1130
1131,POINT (5244551.680337332 3633091.193835941),25.0,5244551.680337332,3633091.193835941,neg1131
1132,POINT (5247142.381662659 3651116.850718312),25.0,5247142.381662659,3651116.850718312,neg1132
1133,POINT (5230647.210170338 3629526.92125244),25.0,5230647.210170338,3629526.92125244,neg1133
1134,POINT (5241125.866782373 3655002.1951459902),25.0,5241125.866782373,3655002.1951459902,neg1134
1135,POINT (5252353.706633788 3657200.252958942),25.0,5252353.706633788,3657200.252958942,neg1135
1136,POINT (5245216.611616209 3666766.6625302373),25.0,5245216.611616209,3666766.6625302373,neg1136
1137,POINT (5240515.434685405 3644369.186717832),25.0,5240515.434685405,3644369.186717832,neg1137
1138,POINT (5246758.491226963 3669123.476083001),25.0,5246758.491226963,3669123.476083001,neg1138
1139,POINT (5247815.788908196 3655868.5073225484),25.0,5247815.788908196,3655868.5073225484,neg1139
1140,POINT (5250529.66957111 3631397.9617677354),25.0,5250529.66957111,3631397.9617677354,neg1140
1141,POINT (5248934.2473704135 3653108.451687801),25.0,5248934.2473704135,3653108.451687801,neg1141
1142,POINT (5253211.7848197315 3648239.0300410446),25.0,5253211.7848197315,3648239.0300410446,neg1142
1143,POINT (5247689.629073622 3634097.317119283),25.0,5247689.629073622,3634097.317119283,neg1143
1144,POINT (5243319.585424555 3665761.11254814),25.0,5243319.585424555,3665761.11254814,neg1144
1145,POINT (5237120.639399508 3650598.226433933),25.0,5237120.639399508,3650598.226433933,neg1145
1146,POINT (5246515.921931767 3663949.785296537),25.0,5246515.921931767,3663949.785296537,neg1146
1147,POINT (5241897.8503211355 3659604.167786354),25.0,5241897.8503211355,3659604.167786354,neg1147
1148,POINT (5255339.482606346 3660263.664074316),25.0,5255339.482606346,3660263.664074316,neg1148
1149,POINT (5248612.7874564845 3662072.8856697725),25.0,5248612.7874564845,3662072.8856697725,neg1149
1150,POINT (4911877.362798997 3923502.656447135),,5047186.858043842,3767842.633254614,neg1150
1151,POINT (5137585.9409742 3679388.849408454),,5049611.5294866925,3785694.645588495,neg1151
1152,POINT (5153477.012188883 3656963.620161335),,5050572.737909305,3782922.8081400148,neg1152
1153,POINT (4912549.922692535 3924696.9108140604),,5058801.113342108,3742462.4721926358,neg1153
1154,POINT (4906306.662802894 3920385.165676383),,5047443.857321732,3766541.9251282443,neg1154
